"sitename","regionnumb","trendsite","rookery","Month","Day","Year","adultcount","counttype","source","Replicate","counter","comments"
"KISKA/SIRIUS POINT",10,"0","0",5,2,1965,250,1,99,"N",,"sum of Kiskas = Kenyon & King, 1965"
"KISKA/SIRIUS POINT",10,"0","0",3,5,1999,0,1,1,"N",,"orig spreadsheet"
"KISKA/SIRIUS POINT",10,"0","0",6,20,1992,114,1,1,"N",,"Sease et al, 1993"
"KISKA/SIRIUS POINT",10,"0","0",7,1,2008,0,4,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"KISKA/SIRIUS POINT",10,"0","0",6,21,2013,0,8,,"n","BF/RT/JS",
"KISKA/SIRIUS POINT",10,"0","0",6,20,2002,0,1,1,"N",,"survey spreadsheet"
"KISKA/SOBAKA-VEGA",10,"0","0",6,28,1994,42,1,1,"R",,"round down oct00; checked to excel spreadsheet"
"KISKA/SOBAKA-VEGA",10,"0","0",3,14,1993,24,1,1,"N",,"checked to excel spreadsheetSOBAKA(24)/VEGA(0)"
"KISKA/SOBAKA-VEGA",10,"0","0",5,19,1959,400,1,7,"N",,"Kenyon & Rice 1961"
"KISKA/SOBAKA-VEGA",10,"0","0",3,29,1962,200,99,99,"N",,
"KISKA/SOBAKA-VEGA",10,"0","0",5,2,1965,235,1,99,"N",,"sum of Kiskas = Kenyon & King, 1965"
"KISKA/SOBAKA-VEGA",10,"0","0",8,9,1978,930,7,7,"N",,"AMNWR, Day et al, 1979 incl pups"
"KISKA/SOBAKA-VEGA",10,"0","0",7,8,1979,50,99,99,"N",,
"KISKA/SOBAKA-VEGA",10,"0","0",6,13,1985,297,1,2,"N",,"DCM data sheet from adf&g, fall 2000"
"KISKA/SOBAKA-VEGA",10,"0","0",5,8,1987,113,99,99,"N",,
"KISKA/SOBAKA-VEGA",10,"0","0",6,20,1989,52,1,1,"N",,"Loughlin et al, 1990, (sum kiskas)Loughlin et al, 1992"
"KISKA/SOBAKA-VEGA",10,"0","0",3,7,1998,0,7,1,"N",,
"KISKA/SOBAKA-VEGA",10,"0","0",6,20,1992,138,1,1,"N",,"Sease et al, 1993"
"KISKA/SOBAKA-VEGA",10,"0","0",6,17,2000,152,1,1,"N",,"from nmfs datasheet"
"KISKA/SOBAKA-VEGA",10,"0","0",6,20,1994,38,1,1,"R",,"round down oct00; checked to excel spreadsheet"
"KISKA/SOBAKA-VEGA",10,"0","0",6,19,1996,146,1,1,"N",,"round down oct00; Sease et al, 1999 (96 survey)"
"KISKA/SOBAKA-VEGA",10,"0","0",6,16,1998,108,1,1,"N",,"round down OCt00; Sease & Loughlin 1999"
"KISKA/SOBAKA-VEGA",10,"0","0",3,5,1999,0,1,1,"N",,"orig spreadsheet"
"KISKA/SOBAKA-VEGA",10,"0","0",6,22,1991,137,1,1,"N",,"Merrick et al, 1992 (91 surv)"
"KISKA/SOBAKA-VEGA",10,"0","0",6,23,2008,52,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"KISKA/SOBAKA-VEGA",10,"0","0",6,20,2002,54,1,1,"N",,"survey spreadsheet"
"KISKA/SOBAKA-VEGA",10,"0","0",6,20,2004,101,2,5,"N",,
"KISKA/SOBAKA-VEGA",10,"0","0",6,23,2008,51,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"KISKA/SOUTH HEAD",10,"0","0",6,17,2000,0,1,1,"N",,"from nmfs datasheet"
"KISKA/SOUTH HEAD",10,"0","0",3,5,1999,0,1,1,"N",,"orig spreadsheet"
"KISKA/SOUTH HEAD",10,"0","0",6,24,2004,0,2,5,"N",,
"KISKA/SOUTH HEAD",10,"0","0",6,20,2002,0,1,1,"N",,"survey spreadsheet"
"KISKA/SOUTH HEAD",10,"0","0",6,28,2006,0,2,5,"N",,"AK drive Sealion/SSL Aerial Survey"
"KISKA/SOUTH HEAD",10,"0","0",6,21,2008,0,4,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"KISKA/WITCHCRAFT POINT",10,"0","0",6,17,2000,28,1,1,"N",,"from nmfs datasheet"
"KISKA/WITCHCRAFT POINT",10,"0","0",3,5,1999,11,1,1,"N",,"orig spreadsheet; 1 in water"
"KISKA/WITCHCRAFT POINT",10,"0","0",6,20,2004,0,2,5,"N",,
"KISKA/WITCHCRAFT POINT",10,"0","0",6,21,2013,0,8,,"n","BF/RT/JS",
"KISKA/WITCHCRAFT POINT",10,"0","0",7,1,2008,7,4,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"KISKA/WITCHCRAFT POINT",10,"0","0",6,20,2002,0,1,1,"N",,"survey spreadsheet"
"KISKA/WOLF POINT",10,"0","0",3,5,1999,40,1,1,"N",,"round down OCt00, from spreadsheet"
"KISKA/WOLF POINT",10,"0","0",6,17,2000,9,1,1,"N",,"from nmfs datasheet"
"KISKA/WOLF POINT",10,"0","0",6,21,2013,11,8,,"n","BF/RT/JS","NP looked at vessel"
"KISKA/WOLF POINT",10,"0","0",7,1,2008,0,4,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"KISKA/WOLF POINT",10,"0","0",6,20,2002,4,1,1,"N",,"survey spreadsheet"
"KONIUJI/NORTH POINT",10,"0","0",6,19,1992,3,1,1,"N",,"Sease et al, 1993"
"KONIUJI/NORTH POINT",10,"0","0",4,7,1962,1500,99,99,"N",,
"KONIUJI/NORTH POINT",10,"0","0",6,25,1979,109,99,99,"N",,
"KONIUJI/NORTH POINT",10,"0","0",6,12,1985,0,1,2,"N",,"DCM data sheet from adf&g, fall 2000"
"KONIUJI/NORTH POINT",10,"0","0",5,3,1987,31,99,99,"N",,
"KONIUJI/NORTH POINT",10,"0","0",6,17,1989,0,1,1,"N",,"check to loughlin field book"
"KONIUJI/NORTH POINT",10,"0","0",5,27,1959,20,99,99,"N",,
"KONIUJI/NORTH POINT",10,"0","0",6,19,1991,0,1,1,"N",,"Merrick et al, 1992 (91 surv)"
"KONIUJI/NORTH POINT",10,"0","0",3,6,1999,0,1,1,"R",,"orig spreadsheet"
"KONIUJI/NORTH POINT",10,"0","0",3,15,1993,0,1,1,"N",,"checked to excel spreadsheet"
"KONIUJI/NORTH POINT",10,"0","0",6,17,1994,2,1,1,"R",,"checked to excel spreadsheet"
"KONIUJI/NORTH POINT",10,"0","0",6,27,1994,0,1,1,"R",,"checked to excel spreadsheet"
"KONIUJI/NORTH POINT",10,"0","0",6,18,1996,0,1,1,"N",,"Sease et al, 1999 (96 survey)"
"KONIUJI/NORTH POINT",10,"0","0",6,14,1998,0,1,1,"N",,"Sease & Loughlin 1999"
"KONIUJI/NORTH POINT",10,"0","0",3,2,1999,0,1,1,"R",,"orig spreadsheet"
"KONIUJI/NORTH POINT",10,"0","0",6,18,2000,0,1,1,"N",,"from nmfs datasheet"
"KONIUJI/NORTH POINT",10,"0","0",6,20,1990,0,1,1,"N",,"Merrick et al, 1991"
"KONIUJI/NORTH POINT",10,"0","0",6,23,2010,0,4,1,"N","KLS",
"Koniuji/North Point",10,"0","0",3,25,2008,0,4,1,"N",,"fritz & sweeney log and spreadsheet for chkcnt, "
"Koniuji/North Point",10,"0","0",3,25,2008,0,4,1,"N",,"fritz & sweeney log and spreadsheet for chkcnt, "
"KONIUJI/NORTH POINT",10,"0","0",6,21,2008,0,4,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"KONIUJI/NORTH POINT",10,"0","0",6,19,2002,0,1,1,"N",,"survey spreadsheet"
"KONIUJI/NORTH POINT",10,"0","0",7,11,2011,0,4,1,"N",,
"KONIUJI/NORTH POINT",10,"0","0",6,20,2006,0,2,5,"N",,"AK drive Sealion/SSL Aerial Survey"
"KONIUJI/NORTH POINT",10,"0","0",6,15,2004,0,2,5,"N",,
"KONIUJI/NORTH POINT",10,"0","0",7,9,2014,0,4,1,"n","LF, JC","Observed from aircraft by josh and lowell, recorded in log book and digital log"
"Koniuji/North Point",10,"0","0",6,20,2007,0,4,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"LITTLE SITKIN",10,"0","0",6,20,1996,76,1,1,"N",,"round down oct00; Sease et al, 1999 (96 survey)"
"LITTLE SITKIN",10,"0","0",6,20,1989,0,1,1,"N",,
"LITTLE SITKIN",10,"0","0",6,15,2000,18,1,1,"N",,"from nmfs datasheet"
"LITTLE SITKIN",10,"0","0",5,19,1959,0,99,99,"N",,
"LITTLE SITKIN",10,"0","0",3,29,1962,0,99,99,"N",,
"LITTLE SITKIN",10,"0","0",5,3,1965,15,99,99,"N",,
"LITTLE SITKIN",10,"0","0",7,6,1979,122,99,99,"N",,
"LITTLE SITKIN",10,"0","0",6,16,1998,80,1,1,"N",,"Sease & Loughlin 1999"
"LITTLE SITKIN",10,"0","0",5,8,1987,314,99,99,"N",,
"LITTLE SITKIN",10,"0","0",6,20,1992,134,1,1,"N",,"round down OCt00; Sease et al, 1993"
"LITTLE SITKIN",10,"0","0",3,14,1993,268,1,1,"N",,"checked to excel spreadsheet, PATTERSN PT(244)+PRATT PT.(24)"
"LITTLE SITKIN",10,"0","0",3,5,1999,68,1,1,"N",,
"LITTLE SITKIN",10,"0","0",6,22,1994,101,1,1,"R",,"checked to excel spreadsheet"
"LITTLE SITKIN",10,"0","0",6,29,1994,114,1,1,"R",,"checked to excel spreadsheet"
"LITTLE SITKIN",10,"0","0",6,13,1985,125,1,2,"N",,"DCM data sheet from adf&g, fall 2000"
"LITTLE SITKIN",10,"0","0",7,1,2008,0,4,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"LITTLE SITKIN",10,"0","0",6,21,2013,0,8,,"n","BF/RT/JTS",
"LITTLE SITKIN",10,"0","0",6,20,2002,0,1,1,"N",,"survey spreadsheet"
"LITTLE TANAGA STRAIT",10,"1","0",8,10,1999,20,4,1,"N",,"P.Olesiuk during P.v. surveys"
"LITTLE TANAGA STRAIT",10,"1","0",4,25,1965,0,99,99,"N",,"L tanaga = 281 in  Kenyon & King,1965"
"LITTLE TANAGA STRAIT",10,"1","0",5,27,1959,450,1,7,"N",,"Kenyon & Rice 1961"
"LITTLE TANAGA STRAIT",10,"1","0",3,15,1993,26,1,1,"N",,"checked to excel spreadsheet, LITTLE TANAGA"
"LITTLE TANAGA STRAIT",10,"1","0",6,26,1979,196,99,99,"N",,
"LITTLE TANAGA STRAIT",10,"1","0",6,12,1985,411,1,2,"N",,"DCM data sheet from adf&g, fall 2000"
"LITTLE TANAGA STRAIT",10,"1","0",5,4,1987,38,99,99,"N",,
"LITTLE TANAGA STRAIT",10,"1","0",6,18,1989,150,1,1,"N",,"Loughlin et al, 1990, Loughlin et al, 1992"
"LITTLE TANAGA STRAIT",10,"1","0",6,20,1990,55,1,1,"N",,"Merrick et al, 1991"
"LITTLE TANAGA STRAIT",10,"1","0",6,21,1991,64,1,1,"N",,"Merrick et al, 1992 (91 surv), LITTLE TANAGA"
"LITTLE TANAGA STRAIT",10,"1","0",4,6,1962,300,99,99,"N",,
"LITTLE TANAGA STRAIT",10,"1","0",6,19,1992,54,1,1,"R",,"round down OCt00; checked to excel spreadsheet"
"LITTLE TANAGA STRAIT",10,"1","0",6,18,2000,234,1,1,"N",,"includes Silak Island (178), from nmfs datasheet"
"LITTLE TANAGA STRAIT",10,"1","0",6,20,1994,76,1,1,"R",,"round down oct00; checked to excel spreadsheet"
"LITTLE TANAGA STRAIT",10,"1","0",6,27,1994,82,1,1,"R",,"checked to excel spreadsheet"
"LITTLE TANAGA STRAIT",10,"1","0",6,19,1996,76,1,1,"N",,"Sease et al, 1999 (96 survey)"
"LITTLE TANAGA STRAIT",10,"1","0",6,14,1998,234,1,1,"N",,"round down OCt00; Sease & Loughlin 1999"
"LITTLE TANAGA STRAIT",10,"1","0",3,2,1999,227,1,1,"R",,"from spreadsheet; 20 in water"
"LITTLE TANAGA STRAIT",10,"1","0",3,6,1999,292,1,1,"R",,"round down OCt00, from spreadsheet"
"LITTLE TANAGA STRAIT",10,"1","0",6,14,1992,47,1,1,"R",,"checked to excel spreadsheet"
"LITTLE TANAGA STRAIT",10,"1","0",7,11,2011,62,3,1,"N","LF",
"LITTLE TANAGA STRAIT",10,"1","0",6,15,2004,49,2,5,"N",,
"Little Tanaga Strait",10,"1","0",3,24,2008,97,3,1,"Y",,"fritz & sweeney log and spreadsheet for chkcnt, "
"Little Tanaga Strait",10,"1","0",3,26,2008,102,3,1,"Y",,"fritz & sweeney log and spreadsheet for chkcnt, "
"Little Tanaga Strait",10,"1","0",6,28,2007,15,4,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"Little Tanaga Strait",10,"1","0",3,24,2008,101,3,1,"Y",,"fritz & sweeney log and spreadsheet for chkcnt, "
"LITTLE TANAGA STRAIT",10,"1","0",6,21,2008,35,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"LITTLE TANAGA STRAIT",10,"1","0",6,21,2008,36,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"LITTLE TANAGA STRAIT",10,"1","0",6,30,2012,17,7,1,"N",,
"LITTLE TANAGA STRAIT",10,"1","0",7,11,2011,58,3,1,"N","SF",
"LITTLE TANAGA STRAIT",10,"1","0",6,24,2010,26,3,1,"N","LF",
"LITTLE TANAGA STRAIT",10,"1","0",6,30,2014,5,3,1,"n","LF",
"LITTLE TANAGA STRAIT",10,"1","0",6,30,2014,5,3,1,"n","KLS",
"LITTLE TANAGA STRAIT",10,"1","0",6,19,2002,88,1,1,"R",,"survey spreadsheet: 88 on Silak, east shore missed"
"LITTLE TANAGA STRAIT",10,"1","0",6,21,2002,75,1,1,"R",,"survey spreadsheet: 66 on Silak, 9 on east shore"
"Little Tanaga Strait",10,"1","0",3,26,2008,103,3,1,"Y",,"fritz & sweeney log and spreadsheet for chkcnt, "
"LITTLE TANAGA STRAIT",10,"1","0",6,24,2010,27,3,1,"N","SF",
"OGLIUGA",10,"0","0",3,3,1999,11,1,1,"R",,"from spreadsheet"
"OGLIUGA",10,"0","0",3,6,1999,10,1,1,"R",,"from spreadsheet"
"OGLIUGA",10,"0","0",6,15,2000,0,1,1,"N",,"from nmfs datasheet"
"OGLIUGA",10,"0","0",6,20,2008,0,4,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"Ogliuga",10,"0","0",3,24,2008,0,4,1,"Y",,"fritz & sweeney log and spreadsheet for chkcnt, "
"Ogliuga",10,"0","0",3,24,2008,0,4,1,"Y",,"fritz & sweeney log and spreadsheet for chkcnt, "
"Ogliuga",10,"0","0",3,26,2008,0,4,1,"Y",,"fritz & sweeney log and spreadsheet for chkcnt, "
"OGLIUGA",10,"0","0",6,24,2010,2,4,1,"N","KLS",
"OGLIUGA",10,"0","0",6,30,2014,22,3,1,"n","KLS",
"Ogliuga",10,"0","0",3,26,2008,0,4,1,"Y",,"fritz & sweeney log and spreadsheet for chkcnt, "
"OGLIUGA",10,"0","0",6,19,2002,34,1,1,"N",,"survey spreadsheet"
"OGLIUGA",10,"0","0",6,30,2014,22,3,1,"n","LF",
"OGLIUGA",10,"0","0",6,23,2004,49,2,5,"N",,
"OGLODAK",10,"0","0",6,18,1996,82,1,1,"N",,"round down oct00; Sease et al, 1999 (96 survey)"
"OGLODAK",10,"0","0",6,19,1991,40,1,1,"N",,"Merrick et al, 1992 (91 surv)"
"OGLODAK",10,"0","0",5,4,1987,22,99,99,"N",,
"OGLODAK",10,"0","0",3,2,1999,60,1,1,"R",,"round down OCt00, from spreadsheet"
"OGLODAK",10,"0","0",6,17,1989,0,1,1,"N",,
"OGLODAK",10,"0","0",6,18,2000,66,1,1,"N",,"from nmfs datasheet"
"OGLODAK",10,"0","0",6,16,1992,77,1,1,"R",,"checked to excel spreadsheet"
"OGLODAK",10,"0","0",6,19,1992,76,1,1,"R",,"checked to excel spreadsheet"
"OGLODAK",10,"0","0",8,12,1999,50,4,1,"R",,"P.Olesiuk during P.v. surveys"
"OGLODAK",10,"0","0",6,23,1994,43,1,1,"R",,"checked to excel spreadsheet"
"OGLODAK",10,"0","0",6,27,1994,44,1,1,"R",,"checked to excel spreadsheet"
"OGLODAK",10,"0","0",6,14,1998,71,1,1,"N",,"Sease & Loughlin 1999"
"OGLODAK",10,"0","0",3,6,1999,77,1,1,"R",,"from spreadsheet"
"OGLODAK",10,"0","0",8,11,1999,50,4,1,"R",,"P.Olesiuk during P.v. surveys"
"OGLODAK",10,"0","0",3,15,1993,64,1,1,"N",,"checked to excel spreadsheet"
"Oglodak",10,"0","0",6,19,2007,58,3,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"OGLODAK",10,"0","0",7,3,2008,100,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"OGLODAK",10,"0","0",7,3,2008,97,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"OGLODAK",10,"0","0",7,11,2011,45,3,1,"N","LF",
"Oglodak",10,"0","0",3,25,2008,138,3,1,"Y",,"fritz & sweeney log and spreadsheet for chkcnt, "
"OGLODAK",10,"0","0",6,20,2006,111,2,5,"N",,"AK drive Sealion/SSL Aerial Survey"
"OGLODAK",10,"0","0",6,21,2002,76,1,1,"N",,"survey spreadsheet"
"OGLODAK",10,"0","0",7,11,2011,42,3,1,"N","SF",
"Oglodak",10,"0","0",3,25,2008,141,3,1,"Y",,"fritz & sweeney log and spreadsheet for chkcnt, "
"Oglodak",10,"0","0",3,26,2008,137,3,1,"Y",,"fritz & sweeney log and spreadsheet for chkcnt, "
"OGLODAK",10,"0","0",7,4,2009,87,3,1,"N","KLS","logs for chkcnt"
"OGLODAK",10,"0","0",7,9,2014,66,3,1,"n","LF",
"Oglodak",10,"0","0",6,19,2007,58,3,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"OGLODAK",10,"0","0",6,15,2004,86,2,5,"N",,
"OGLODAK",10,"0","0",7,9,2014,64,3,1,"n","KLS",
"Oglodak",10,"0","0",3,26,2008,133,3,1,"Y",,"fritz & sweeney log and spreadsheet for chkcnt, "
"OGLODAK",10,"0","0",6,23,2010,86,3,1,"N","LF",
"OGLODAK",10,"0","0",6,23,2010,86,3,1,"N","KLS",
"OGLODAK",10,"0","0",7,4,2009,84,3,1,"N","LF","logs for chkcnt"
"Sagchudak",10,"0","0",3,25,2008,38,3,1,"Y",,"fritz & sweeney log and spreadsheet for chkcnt, "
"SAGCHUDAK",10,"0","0",7,11,2011,6,4,1,"N",,
"SAGCHUDAK",10,"0","0",7,9,2014,0,4,1,"n","LF, JC","Observed from aircraft by josh and lowell, recorded in log book and digital log"
"Sagchudak",10,"0","0",6,19,2007,0,4,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"Sagchudak",10,"0","0",3,29,2008,44,3,1,"Y",,"fritz & sweeney log and spreadsheet for chkcnt, "
"SAGCHUDAK",10,"0","0",7,3,2008,0,4,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"Sagchudak",10,"0","0",3,29,2008,44,3,1,"Y",,"fritz & sweeney log and spreadsheet for chkcnt, "
"SAGCHUDAK",10,"0","0",6,25,2010,0,4,1,"N","KLS",
"Sagchudak",10,"0","0",3,25,2008,36,3,1,"Y",,"fritz & sweeney log and spreadsheet for chkcnt, "
"SAGIGIK",10,"1","0",3,16,1993,19,1,1,"N",,"checked to excel spreadsheet"
"SAGIGIK",10,"1","0",6,23,1994,12,1,1,"R",,"checked to excel spreadsheet"
"SAGIGIK",10,"1","0",6,27,1994,14,1,1,"R",,"checked to excel spreadsheet"
"SAGIGIK",10,"1","0",6,18,1996,10,1,1,"N",,"Sease et al, 1999 (96 survey)"
"SAGIGIK",10,"1","0",6,14,1998,5,1,1,"N",,"Sease & Loughlin 1999"
"SAGIGIK",10,"1","0",6,19,1992,56,1,1,"R",,"round down OCt00; checked to excel spreadsheet"
"SAGIGIK",10,"1","0",3,6,1999,12,1,1,"R",,"round down OCt00, from orig spreadsheet"
"SAGIGIK",10,"1","0",6,18,2000,22,1,1,"N",,"from nmfs datasheet"
"SAGIGIK",10,"1","0",3,2,1999,1,1,1,"R",,"orig spreadsheet"
"SAGIGIK",10,"1","0",4,7,1962,600,99,99,"N",,
"SAGIGIK",10,"1","0",2,26,1959,100,1,7,"N",,"Kenyon & Rice 1961"
"SAGIGIK",10,"1","0",99,99,1965,600,99,99,"N",,
"SAGIGIK",10,"1","0",6,22,1979,262,99,99,"N",,
"SAGIGIK",10,"1","0",6,12,1985,482,1,2,"N",,"DCM data sheet from adf&g, fall 2000"
"SAGIGIK",10,"1","0",6,17,1989,116,1,1,"N",,"Loughlin et al, 1990, Loughlin et al, 1992"
"SAGIGIK",10,"1","0",6,20,1990,66,1,1,"N",,"Merrick et al, 1991"
"SAGIGIK",10,"1","0",6,21,1991,102,1,1,"N",,"Merrick et al, 1992 (91 surv)"
"SAGIGIK",10,"1","0",6,12,1992,60,1,1,"R",,"checked to excel spreadsheet"
"SAGIGIK",10,"1","0",7,9,2014,52,3,1,"n","LF",
"SAGIGIK",10,"1","0",7,9,2011,15,3,1,"N","KS",
"SAGIGIK",10,"1","0",6,21,2008,14,4,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"SAGIGIK",10,"1","0",7,9,2014,52,3,1,"n","KLS",
"SAGIGIK",10,"1","0",6,15,2004,30,2,5,"N",,
"Sagigik",10,"1","0",6,19,2007,10,3,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"SAGIGIK",10,"1","0",6,19,2002,40,1,1,"N",,"survey spreadsheet"
"Sagigik",10,"1","0",3,25,2008,57,3,1,"N",,"fritz & sweeney log and spreadsheet for chkcnt, "
"Sagigik",10,"1","0",6,19,2007,10,3,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"SAGIGIK",10,"1","0",6,25,2010,40,3,1,"N","KLS",
"SAGIGIK",10,"1","0",6,25,2010,40,3,1,"N","LF",
"Sagigik",10,"1","0",3,25,2008,60,3,1,"N",,"fritz & sweeney log and spreadsheet for chkcnt, "
"SAGIGIK",10,"1","0",7,9,2011,14,3,1,"N","LF",
"SALT",10,"1","0",6,21,1991,0,1,1,"N",,"Merrick et al, 1992 (91 surv)"
"SALT",10,"1","0",3,15,1993,0,1,1,"N",,"checked to excel spreadsheet"
"SALT",10,"1","0",6,18,2000,0,1,1,"N",,"from nmfs datasheet"
"SALT",10,"1","0",3,6,1999,0,1,1,"R",,"orig spreadsheet"
"SALT",10,"1","0",3,2,1999,0,1,1,"R",,"orig spreadsheet"
"SALT",10,"1","0",6,14,1998,0,1,1,"N",,"Sease & Loughlin 1999"
"SALT",10,"1","0",6,18,1996,0,1,1,"N",,"Sease et al, 1999 (96 survey)"
"SALT",10,"1","0",6,27,1994,0,1,1,"N",,"Strick et al, 1997 (94 aer survey)"
"SALT",10,"1","0",6,25,1979,0,99,99,"N",,
"SALT",10,"1","0",6,19,1992,0,1,1,"R",,"checked to excel spreadsheet"
"SALT",10,"1","0",4,6,1962,800,99,99,"N",,
"SALT",10,"1","0",6,16,1992,0,1,1,"R",,"checked to excel spreadsheet"
"SALT",10,"1","0",6,12,1985,0,99,99,"N",,
"SALT",10,"1","0",5,3,1987,190,99,99,"N",,
"SALT",10,"1","0",6,17,1989,25,1,1,"N",,"Loughlin et al, 1990"
"SALT",10,"1","0",6,20,1990,0,1,1,"N",,"Merrick et al, 1991"
"SALT",10,"1","0",5,26,1959,100,1,7,"N",,"Kenyon & Rice 1961"
"SALT",10,"1","0",7,9,2014,14,3,1,"n","LF",
"Salt",10,"1","0",3,25,2008,110,3,1,"N",,"fritz & sweeney log and spreadsheet for chkcnt, lat:52.16 Long:174.62 Animals actually SE of Salt"
"SALT",10,"1","0",6,19,2002,0,1,1,"N",,"survey spreadsheet"
"Salt",10,"1","0",6,20,2007,0,4,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"SALT",10,"1","0",7,9,2014,14,3,1,"n","KLS",
"SALT",10,"1","0",7,11,2011,1,4,1,"N",,
"Salt",10,"1","0",3,25,2008,110,3,1,"N",,"fritz & sweeney log and spreadsheet for chkcnt, lat:52.16 Long:174.62 Animals actually SE of Salt"
"SALT",10,"1","0",6,21,2008,0,4,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"SALT",10,"1","0",6,15,2004,0,2,5,"N",,
"SALT",10,"1","0",6,23,2010,7,4,1,"N","KLS",
"SEA LION ROCK (KISKA)",10,"0","0",5,26,1965,0,99,99,"N",,"4100 in Braham et al, (NOV) 1977"
"SEA LION ROCK (KISKA)",10,"0","0",3,14,1993,5,1,1,"N",,"checked to excel spreadsheet"
"SEA LION ROCK (KISKA)",10,"0","0",6,15,2000,0,1,1,"N",,"from nmfs datasheet"
"SEA LION ROCK (KISKA)",10,"0","0",3,5,1999,0,1,1,"N",,"orig spreadsheet, awash"
"SEA LION ROCK (KISKA)",10,"0","0",6,16,1998,1,1,1,"N",,"Sease & Loughlin 1999"
"SEA LION ROCK (KISKA)",10,"0","0",6,19,1996,1,1,1,"N",,"Sease et al, 1999 (96 survey)"
"SEA LION ROCK (KISKA)",10,"0","0",6,28,1994,14,1,1,"R",,"round down oct00; checked to excel spreadsheet"
"SEA LION ROCK (KISKA)",10,"0","0",6,20,1994,14,1,1,"R",,"KISKA, checked to excel spreadsheet"
"SEA LION ROCK (KISKA)",10,"0","0",6,15,1992,2,1,1,"R",,"checked to excel spreadsheet"
"SEA LION ROCK (KISKA)",10,"0","0",6,22,1991,12,1,1,"N",,"Merrick et al, 1992 (91 surv)"
"SEA LION ROCK (KISKA)",10,"0","0",6,20,1989,3,1,1,"N",,"Loughlin et al, 1990, check to loughlin field book"
"SEA LION ROCK (KISKA)",10,"0","0",5,8,1987,9,99,99,"N",,
"SEA LION ROCK (KISKA)",10,"0","0",7,10,1979,81,99,99,"N",,
"SEA LION ROCK (KISKA)",10,"0","0",6,20,1992,8,1,1,"R",,"checked to excel spreadsheet"
"SEA LION ROCK (KISKA)",10,"0","0",6,13,1985,15,1,2,"N",,"DCM data sheet from adf&g, fall 2000"
"SEA LION ROCK (KISKA)",10,"0","0",6,20,2002,1,1,1,"N",,"survey spreadsheet"
"SEA LION ROCK (KISKA)",10,"0","0",7,1,2008,0,4,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"SEA LION ROCK (KISKA)",10,"0","0",6,20,2004,0,2,5,"N",,
"SEGUAM",10,"0","0",3,16,1998,700,7,1,"N",,"Turf Pt(350) Wharf(200) waterfall(150)"
"SEGUAM",10,"0","0",5,6,1965,1170,1,99,"N",,"sum of Seguams = Kenyon, 1965"
"SEGUAM",10,"0","0",6,21,1979,856,99,99,"N",,
"SEGUAM",10,"0","0",6,12,1985,664,1,2,"N",,"Moundhill (205=wharf?), LavePt (253), TurfPt (149), FinchPt (57), DCM data shee"
"SEGUAM",10,"0","0",5,3,1987,645,99,99,"N",,
"SEGUAM",10,"0","0",6,17,1989,107,1,1,"N",,"Loughlin et al, 1990, (sum seguams)Loughlin et al, 1992"
"SEGUAM",10,"0","0",6,20,1990,181,1,1,"N",,"Merrick et al, 1991"
"SEGUAM",10,"0","0",6,21,1991,160,1,1,"N",,"round down OCt00; Merrick et al, 1992 (91 surv)"
"SEGUAM",10,"0","0",3,16,1993,243,1,1,"N",,"checked to excel spreadsheetTURF PT(128)+LAVA PT.(0)+S. MOUNDHILL(37)+WHARF PT.("
"SEGUAM",10,"0","0",6,14,1996,227,1,1,"N",,"sum in Sease et al, 1999 (96 survey), LavaCove(0) LavaPt(28) SouthSide(113) Tur"
"SEGUAM",10,"0","0",6,18,2000,4,1,1,"N",,"2 mi W of Moundhill, from nmfs datasheet"
"SEGUAM",10,"0","0",5,27,1959,400,1,7,"N",,"sum of others Kenyon & Rice 1961"
"SEGUAM",10,"0","0",4,7,1962,900,99,99,"N",,
